filename,comment_id,stance
comments-98.json,103783,against
comments-98.json,103788,against
comments-98.json,103792,against
comments-98.json,103794,against
comments-98.json,103796,against
comments-98.json,103797,against
comments-98.json,103798,against
comments-98.json,103799,against
comments-98.json,103802,against
comments-459.json,112667,against
comments-459.json,112668,against
comments-459.json,112669,against
comments-459.json,112671,against
comments-459.json,112672,against
comments-459.json,112677,against
comments-459.json,112680,against
comments-459.json,112682,against
comments-459.json,112683,against
comments-459.json,112685,against
comments-459.json,112686,against
comments-459.json,112687,against
comments-635.json,117211,against
comments-635.json,117212,against
comments-635.json,117213,against
comments-635.json,117214,against
comments-635.json,117216,against
comments-635.json,117219,against
comments-635.json,117221,against
comments-635.json,117223,against
comments-635.json,117224,against
comments-635.json,117225,against
comments-635.json,117227,against
comments-635.json,117230,against
comments-635.json,117231,against
comments-635.json,117232,against
comments-635.json,117233,against
comments-635.json,117234,against
comments-265.json,108161,against
comments-265.json,108165,against
comments-265.json,108168,for
comments-265.json,108169,against
comments-265.json,108171,against
comments-265.json,108177,against
comments-265.json,108178,against
comments-265.json,108179,against
comments-265.json,108180,against
comments-265.json,108183,against
comments-265.json,108184,against
comments-265.json,108185,against
comments-265.json,108186,against
comments-20.json,101899,against
comments-20.json,101900,against
comments-20.json,101901,against
comments-20.json,101902,against
comments-20.json,101903,against
comments-20.json,101904,against
comments-20.json,101906,against
comments-20.json,101907,against
comments-20.json,101909,against
comments-20.json,101911,against
comments-20.json,101912,against
comments-20.json,101913,against
comments-20.json,101914,against
comments-20.json,101915,against
comments-20.json,101916,against
comments-20.json,101917,against
comments-20.json,101919,against
comments-770.json,120417,against
comments-770.json,120418,against
comments-770.json,120419,against
comments-770.json,120420,against
comments-770.json,120421,against
comments-770.json,120422,against
comments-770.json,120423,against
comments-770.json,120426,for
comments-770.json,120428,against
comments-770.json,120429,against
comments-770.json,120430,against
comments-770.json,120431,against
comments-770.json,120433,for
comments-770.json,120435,for
comments-770.json,120436,against
comments-770.json,120437,against
comments-770.json,120438,for
comments-770.json,120440,against
comments-320.json,109416,against
comments-320.json,109417,against
comments-320.json,109419,against
comments-320.json,109423,against
comments-320.json,109424,against
comments-320.json,109425,against
comments-320.json,109427,for
comments-320.json,109429,for
comments-320.json,109431,against
comments-320.json,109432,against
comments-320.json,109433,against
comments-320.json,109434,against
comments-320.json,109435,against
comments-320.json,109436,against
comments-320.json,109437,against
comments-320.json,109439,against
comments-137.json,104667,against
comments-137.json,104668,against
comments-137.json,104670,for
comments-137.json,104671,against
comments-137.json,104672,against
comments-137.json,104673,against
comments-137.json,104674,against
comments-137.json,104675,against
comments-137.json,104676,against
comments-137.json,104678,against
comments-137.json,104679,against
comments-137.json,104682,against
comments-137.json,104683,against
comments-137.json,104684,against
comments-137.json,104685,against
comments-137.json,104686,against
comments-137.json,104687,against
comments-567.json,115518,against
comments-567.json,115519,against
comments-567.json,115520,against
comments-567.json,115521,against
comments-567.json,115525,against
comments-567.json,115526,against
comments-567.json,115527,against
comments-567.json,115529,against
comments-567.json,115530,against
comments-567.json,115531,against
comments-567.json,115532,against
comments-567.json,115533,against
comments-567.json,115535,against
comments-567.json,115537,against
comments-567.json,115538,against
comments-834.json,121978,for
comments-834.json,121979,against
comments-834.json,121980,against
comments-834.json,121982,against
comments-834.json,121984,against
comments-834.json,121985,against
comments-834.json,121986,against
comments-834.json,121987,against
comments-834.json,121991,against
comments-834.json,121993,against
comments-834.json,121995,against
comments-834.json,121997,against
comments-834.json,121998,for
comments-834.json,121999,against
comments-834.json,122001,against
comments-834.json,122002,against
comments-834.json,122003,against
comments-834.json,122004,against
comments-588.json,116040,against
comments-588.json,116041,against
comments-588.json,116042,against
comments-588.json,116044,against
comments-588.json,116045,against
comments-588.json,116048,against
comments-588.json,116049,against
comments-588.json,116050,against
comments-588.json,116052,against
comments-588.json,116053,against
comments-588.json,116057,against
comments-588.json,116059,against
comments-588.json,116060,against
comments-588.json,116062,against
comments-588.json,116063,against
comments-588.json,116065,for
comments-422.json,111759,against
comments-422.json,111760,against
comments-422.json,111761,against
comments-422.json,111762,against
comments-422.json,111763,against
comments-422.json,111765,against
comments-422.json,111766,against
comments-422.json,111768,against
comments-422.json,111770,against
comments-422.json,111773,against
comments-422.json,111774,against
comments-422.json,111775,against
comments-422.json,111776,against
comments-422.json,111777,against
comments-422.json,111779,against
comments-422.json,111782,against
comments-422.json,111783,against
comments-530.json,114544,against
comments-530.json,114545,against
comments-530.json,114546,against
comments-530.json,114547,against
comments-530.json,114548,against
comments-530.json,114549,against
comments-530.json,114550,against
comments-530.json,114552,against
comments-530.json,114553,against
comments-530.json,114554,against
comments-530.json,114557,against
comments-530.json,114560,against
comments-530.json,114561,against
comments-530.json,114563,against
comments-530.json,114565,against
comments-530.json,114566,for
comments-160.json,105183,against
comments-160.json,105184,against
comments-160.json,105185,against
comments-160.json,105188,against
comments-160.json,105192,against
comments-160.json,105193,against
comments-160.json,105194,against
comments-160.json,105195,against
comments-160.json,105198,against
comments-160.json,105200,against
comments-160.json,105201,against
comments-160.json,105202,for
comments-160.json,105203,against
comments-160.json,105206,against
comments-160.json,105207,against
comments-475.json,113077,against
comments-475.json,113081,against
comments-475.json,113082,against
comments-475.json,113083,against
comments-475.json,113086,against
comments-475.json,113087,against
comments-475.json,113088,against
comments-475.json,113089,against
comments-475.json,113090,against
comments-475.json,113094,against
comments-475.json,113095,against
comments-475.json,113096,against
comments-475.json,113097,against
comments-475.json,113098,against
comments-475.json,113100,against
comments-475.json,113101,against
comments-249.json,107521,against
comments-249.json,107522,against
comments-249.json,107523,against
comments-249.json,107525,against
comments-249.json,107526,for
comments-249.json,107527,against
comments-249.json,107528,against
comments-249.json,107529,against
comments-249.json,107530,against
comments-249.json,107531,against
comments-249.json,107532,against
comments-249.json,107535,against
comments-249.json,107536,against
comments-249.json,107537,against
comments-249.json,107538,against
comments-249.json,107540,against
comments-249.json,107545,against
comments-249.json,107546,against
comments-249.json,107548,against
comments-619.json,116836,against
comments-619.json,116837,against
comments-619.json,116838,against
comments-619.json,116839,against
comments-619.json,116841,against
comments-619.json,116842,against
comments-619.json,116843,against
comments-619.json,116844,against
comments-619.json,116845,against
comments-619.json,116847,against
comments-619.json,116848,against
comments-619.json,116849,against
comments-619.json,116851,against
comments-619.json,116852,against
comments-619.json,116853,against
comments-619.json,116854,against
comments-176.json,105559,against
comments-176.json,105560,against
comments-176.json,105561,against
comments-176.json,105563,against
comments-176.json,105566,against
comments-176.json,105567,against
comments-176.json,105568,against
comments-176.json,105569,against
comments-176.json,105573,against
comments-176.json,105574,against
comments-176.json,105575,against
comments-176.json,105580,against
comments-526.json,114456,against
comments-526.json,114459,against
comments-526.json,114462,against
comments-526.json,114464,against
comments-526.json,114465,against
comments-526.json,114466,against
comments-526.json,114467,against
comments-526.json,114468,against
comments-526.json,114471,against
comments-526.json,114472,against
comments-526.json,114473,against
comments-526.json,114474,against
comments-526.json,114475,against
comments-463.json,112767,against
comments-463.json,112772,against
comments-463.json,112773,against
comments-463.json,112775,against
comments-463.json,112777,against
comments-463.json,112779,against
comments-463.json,112780,against
comments-463.json,112781,against
comments-463.json,112782,against
comments-463.json,112783,against
comments-463.json,112784,against
comments-463.json,112785,against
comments-463.json,112786,against
comments-463.json,112787,against
comments-463.json,112790,against
comments-463.json,112794,against
comments-463.json,112795,against
comments-199.json,106063,against
comments-199.json,106064,against
comments-199.json,106065,against
comments-199.json,106066,against
comments-199.json,106068,against
comments-199.json,106069,against
comments-199.json,106071,against
comments-199.json,106072,against
comments-199.json,106073,against
comments-199.json,106074,for
comments-199.json,106075,against
comments-199.json,106076,against
comments-199.json,106077,against
comments-199.json,106079,against
comments-199.json,106081,against
comments-199.json,106083,against
comments-199.json,106085,against
comments-822.json,121692,against
comments-822.json,121694,against
comments-822.json,121695,against
comments-822.json,121696,against
comments-822.json,121697,against
comments-822.json,121699,for
comments-822.json,121701,against
comments-822.json,121704,against
comments-822.json,121707,against
comments-822.json,121708,against
comments-822.json,121710,against
comments-822.json,121711,against
comments-571.json,115618,against
comments-571.json,115619,against
comments-571.json,115620,against
comments-571.json,115622,against
comments-571.json,115624,against
comments-571.json,115626,against
comments-571.json,115627,against
comments-571.json,115628,against
comments-571.json,115629,against
comments-571.json,115630,against
comments-571.json,115631,against
comments-571.json,115632,against
comments-571.json,115633,against
comments-571.json,115634,against
comments-571.json,115635,against
comments-571.json,115636,against
comments-571.json,115638,against
comments-121.json,104309,against
comments-121.json,104310,against
comments-121.json,104313,against
comments-121.json,104314,for
comments-121.json,104316,against
comments-121.json,104318,against
comments-121.json,104319,against
comments-121.json,104320,against
comments-121.json,104322,against
comments-121.json,104325,against
comments-121.json,104331,against
comments-121.json,104332,against
comments-121.json,104333,against
comments-434.json,112051,against
comments-434.json,112052,against
comments-434.json,112053,against
comments-434.json,112054,against
comments-434.json,112055,against
comments-434.json,112056,against
comments-434.json,112058,against
comments-434.json,112060,against
comments-434.json,112061,against
comments-434.json,112062,against
comments-434.json,112063,against
comments-434.json,112064,against
comments-434.json,112065,against
comments-434.json,112066,against
comments-434.json,112067,against
comments-434.json,112069,against
comments-434.json,112070,against
comments-434.json,112072,against
comments-434.json,112073,against
comments-434.json,112074,against
comments-208.json,106348,against
comments-208.json,106349,against
comments-208.json,106350,against
comments-208.json,106351,against
comments-208.json,106354,against
comments-208.json,106356,against
comments-208.json,106358,against
comments-208.json,106359,against
comments-208.json,106360,against
comments-208.json,106365,against
comments-208.json,106367,against
comments-208.json,106373,against
comments-208.json,106374,against
comments-208.json,106375,against
comments-658.json,117812,against
comments-658.json,117813,against
comments-658.json,117814,against
comments-658.json,117815,against
comments-658.json,117816,against
comments-658.json,117818,for
comments-658.json,117820,against
comments-658.json,117822,against
comments-658.json,117824,against
comments-658.json,117825,against
comments-658.json,117826,against
comments-658.json,117827,against
comments-658.json,117828,against
comments-658.json,117829,against
comments-658.json,117831,against
comments-658.json,117832,against
comments-658.json,117833,for
comments-785.json,120783,against
comments-785.json,120787,against
comments-785.json,120789,against
comments-785.json,120792,against
comments-785.json,120793,against
comments-785.json,120794,against
comments-785.json,120795,against
comments-785.json,120796,against
comments-785.json,120797,against
comments-785.json,120799,against
comments-785.json,120800,against
comments-785.json,120801,against
comments-785.json,120802,against
comments-785.json,120803,against
comments-785.json,120806,against
comments-290.json,108759,against
comments-290.json,108760,against
comments-290.json,108761,against
comments-290.json,108762,against
comments-290.json,108763,against
comments-290.json,108764,against
comments-290.json,108765,against
comments-290.json,108770,against
comments-290.json,108771,against
comments-290.json,108772,against
comments-290.json,108773,against
comments-290.json,108775,against
comments-290.json,108776,against
comments-290.json,108777,against
comments-290.json,108781,against
comments-443.json,112277,against
comments-443.json,112281,against
comments-443.json,112283,against
comments-443.json,112284,against
comments-443.json,112286,against
comments-443.json,112287,against
comments-443.json,112288,against
comments-443.json,112289,against
comments-443.json,112291,against
comments-443.json,112293,against
comments-443.json,112294,for
comments-443.json,112295,against
comments-443.json,112296,against
comments-443.json,112297,against
comments-443.json,112299,against
comments-156.json,105098,against
comments-156.json,105099,against
comments-156.json,105101,against
comments-156.json,105102,against
comments-156.json,105103,against
comments-156.json,105104,against
comments-156.json,105105,against
comments-156.json,105107,against
comments-156.json,105110,for
comments-156.json,105112,against
comments-156.json,105119,against
comments-506.json,113901,against
comments-506.json,113903,against
comments-506.json,113907,against
comments-506.json,113910,against
comments-506.json,113912,against
comments-506.json,113913,against
comments-506.json,113915,against
comments-506.json,113917,against
comments-506.json,113919,against
comments-506.json,113921,against
comments-506.json,113922,against
comments-506.json,113924,against
comments-506.json,113927,against
comments-228.json,106973,against
comments-228.json,106974,against
comments-228.json,106975,against
comments-228.json,106977,against
comments-228.json,106978,against
comments-228.json,106979,against
comments-228.json,106983,against
comments-228.json,106984,against
comments-228.json,106986,for
comments-228.json,106987,against
comments-228.json,106988,against
comments-228.json,106989,against
comments-228.json,106990,against
comments-228.json,106992,against
comments-228.json,106994,against
comments-228.json,106995,against
comments-228.json,106996,against
comments-228.json,106997,against
comments-228.json,106998,against
comments-228.json,106999,against
comments-678.json,118261,against
comments-678.json,118262,against
comments-678.json,118263,against
comments-678.json,118264,against
comments-678.json,118266,against
comments-678.json,118268,against
comments-678.json,118269,against
comments-678.json,118271,against
comments-678.json,118273,against
comments-678.json,118274,against
comments-678.json,118275,against
comments-678.json,118276,against
comments-678.json,118278,against
comments-678.json,118279,against
comments-678.json,118280,against
comments-678.json,118281,against
comments-678.json,118282,against
comments-382.json,110821,against
comments-382.json,110823,against
comments-382.json,110824,against
comments-382.json,110825,against
comments-382.json,110827,against
comments-382.json,110828,against
comments-382.json,110829,against
comments-382.json,110832,against
comments-382.json,110834,against
comments-382.json,110835,for
comments-382.json,110836,against
comments-382.json,110837,against
comments-382.json,110838,against
comments-382.json,110840,against
comments-382.json,110841,against
comments-697.json,118701,against
comments-697.json,118703,against
comments-697.json,118704,against
comments-697.json,118705,against
comments-697.json,118706,against
comments-697.json,118708,against
comments-697.json,118710,against
comments-697.json,118711,against
comments-697.json,118712,against
comments-697.json,118713,against
comments-697.json,118717,against
comments-697.json,118718,against
comments-697.json,118719,against
comments-697.json,118720,against
comments-697.json,118721,against
comments-0.json,101420,against
comments-0.json,101423,against
comments-0.json,101424,against
comments-0.json,101427,against
comments-0.json,101429,against
comments-0.json,101431,against
comments-0.json,101432,against
comments-0.json,101433,against
comments-0.json,101434,against
comments-0.json,101435,against
comments-0.json,101436,against
comments-0.json,101440,against
comments-0.json,101441,against
comments-0.json,101444,against
comments-0.json,101445,against
comments-82.json,103400,against
comments-82.json,103404,against
comments-82.json,103405,against
comments-82.json,103407,against
comments-82.json,103409,against
comments-82.json,103414,against
comments-82.json,103418,against
comments-82.json,103419,against
comments-414.json,111574,against
comments-414.json,111575,against
comments-414.json,111576,against
comments-414.json,111577,against
comments-414.json,111578,against
comments-414.json,111579,against
comments-414.json,111580,against
comments-414.json,111581,against
comments-414.json,111582,against
comments-414.json,111583,against
comments-414.json,111584,against
comments-414.json,111585,against
comments-414.json,111586,against
comments-414.json,111587,against
comments-414.json,111589,against
comments-414.json,111590,for
comments-414.json,111591,against
comments-414.json,111594,against
comments-802.json,121212,against
comments-802.json,121213,for
comments-802.json,121216,against
comments-802.json,121218,for
comments-802.json,121219,against
comments-802.json,121220,against
comments-802.json,121222,against
comments-802.json,121223,against
comments-802.json,121225,against
comments-802.json,121226,against
comments-802.json,121228,against
comments-802.json,121229,against
comments-802.json,121230,against
comments-802.json,121232,against
comments-802.json,121234,against
comments-551.json,115086,against
comments-551.json,115088,against
comments-551.json,115089,against
comments-551.json,115090,against
comments-551.json,115091,against
comments-551.json,115092,against
comments-551.json,115094,against
comments-551.json,115095,against
comments-551.json,115096,against
comments-551.json,115097,against
comments-551.json,115098,against
comments-551.json,115103,against
comments-551.json,115104,against
comments-551.json,115105,against
comments-551.json,115106,against
comments-551.json,115108,against
comments-551.json,115110,against
comments-551.json,115111,against
comments-551.json,115112,against
comments-551.json,115113,against
comments-101.json,103854,against
comments-101.json,103857,against
comments-101.json,103859,against
comments-101.json,103861,against
comments-101.json,103862,against
comments-101.json,103864,against
comments-101.json,103865,against
comments-101.json,103869,against
comments-101.json,103871,against
comments-101.json,103872,against
comments-101.json,103873,against
comments-101.json,103874,against
comments-101.json,103875,against
comments-394.json,111100,against
comments-394.json,111101,against
comments-394.json,111102,against
comments-394.json,111103,against
comments-394.json,111104,against
comments-394.json,111106,against
comments-394.json,111107,against
comments-394.json,111108,against
comments-394.json,111109,against
comments-394.json,111110,against
comments-394.json,111111,against
comments-394.json,111112,against
comments-394.json,111113,against
comments-394.json,111114,against
comments-394.json,111115,against
comments-394.json,111116,against
comments-394.json,111117,against
comments-394.json,111118,against
comments-94.json,103683,against
comments-94.json,103684,against
comments-94.json,103685,against
comments-94.json,103687,against
comments-94.json,103691,against
comments-94.json,103693,against
comments-94.json,103695,against
comments-94.json,103696,against
comments-94.json,103697,against
comments-94.json,103698,against
comments-94.json,103700,against
comments-94.json,103701,against
comments-94.json,103704,against
comments-94.json,103706,against
comments-94.json,103707,against
comments-681.json,118330,against
comments-681.json,118332,against
comments-681.json,118334,against
comments-681.json,118335,against
comments-681.json,118337,against
comments-681.json,118339,against
comments-681.json,118340,against
comments-681.json,118341,against
comments-681.json,118343,against
comments-681.json,118344,against
comments-681.json,118345,against
comments-681.json,118348,against
comments-681.json,118349,against
comments-681.json,118350,against
comments-681.json,118351,against
comments-681.json,118352,against
comments-402.json,111298,against
comments-402.json,111301,against
comments-402.json,111307,against
comments-402.json,111308,against
comments-402.json,111309,against
comments-402.json,111310,against
comments-402.json,111311,against
comments-402.json,111312,against
comments-402.json,111313,against
comments-402.json,111314,against
comments-402.json,111315,against
comments-402.json,111316,against
comments-402.json,111317,against
comments-402.json,111319,against
comments-402.json,111320,against
comments-402.json,111321,against
comments-402.json,111322,against
comments-117.json,104221,against
comments-117.json,104223,against
comments-117.json,104224,against
comments-117.json,104225,against
comments-117.json,104226,against
comments-117.json,104227,against
comments-117.json,104228,against
comments-117.json,104229,against
comments-117.json,104231,against
comments-117.json,104234,against
comments-117.json,104235,against
comments-117.json,104236,against
comments-117.json,104241,against
comments-117.json,104244,against
comments-547.json,114985,against
comments-547.json,114989,against
comments-547.json,114992,against
comments-547.json,114993,against
comments-547.json,114994,against
comments-547.json,114995,against
comments-547.json,114996,against
comments-547.json,114997,against
comments-547.json,114998,against
comments-547.json,114999,against
comments-547.json,115000,against
comments-547.json,115001,against
comments-547.json,115002,against
comments-547.json,115005,against
comments-547.json,115007,against
comments-547.json,115008,against
comments-547.json,115009,against
comments-547.json,115010,against
comments-814.json,121509,against
comments-814.json,121510,against
comments-814.json,121511,for
comments-814.json,121512,against
comments-814.json,121513,against
comments-814.json,121515,for
comments-814.json,121519,against
comments-814.json,121520,against
comments-814.json,121521,against
comments-814.json,121523,against
comments-814.json,121524,for
comments-814.json,121525,against
comments-814.json,121526,against
comments-814.json,121527,against
comments-814.json,121529,against
comments-814.json,121531,against
comments-269.json,108267,against
comments-269.json,108268,against
comments-269.json,108270,against
comments-269.json,108271,against
comments-269.json,108272,against
comments-269.json,108273,against
comments-269.json,108276,against
comments-269.json,108279,against
comments-269.json,108281,against
comments-269.json,108282,against
comments-269.json,108284,against
comments-269.json,108288,against
comments-269.json,108291,against
comments-793.json,120981,against
comments-793.json,120982,against
comments-793.json,120984,against
comments-793.json,120985,against
comments-793.json,120987,against
comments-793.json,120988,against
comments-793.json,120990,against
comments-793.json,120991,against
comments-793.json,120992,against
comments-793.json,120994,against
comments-793.json,120995,against
comments-793.json,120996,against
comments-793.json,120999,against
comments-793.json,121001,against
comments-793.json,121002,against
comments-793.json,121003,against
comments-793.json,121006,against
comments-793.json,121007,against
comments-793.json,121009,against
comments-639.json,117322,against
comments-639.json,117325,against
comments-639.json,117327,against
comments-639.json,117329,against
comments-639.json,117330,against
comments-639.json,117331,against
comments-639.json,117335,against
comments-639.json,117338,against
comments-639.json,117342,against
comments-639.json,117343,against
comments-639.json,117344,against
comments-639.json,117345,against
comments-639.json,117347,against
comments-639.json,117348,against
comments-286.json,108665,against
comments-286.json,108666,against
comments-286.json,108668,against
comments-286.json,108669,against
comments-286.json,108670,against
comments-286.json,108671,against
comments-286.json,108672,against
comments-286.json,108676,for
comments-286.json,108677,against
comments-286.json,108678,against
comments-286.json,108680,against
comments-286.json,108681,for
comments-286.json,108684,against
comments-286.json,108685,against
comments-286.json,108686,against
comments-455.json,112574,against
comments-455.json,112575,against
comments-455.json,112576,against
comments-455.json,112577,against
comments-455.json,112578,against
comments-455.json,112579,against
comments-455.json,112580,against
comments-455.json,112581,against
comments-455.json,112582,against
comments-455.json,112585,against
comments-455.json,112586,against
comments-455.json,112587,against
comments-455.json,112588,against
comments-455.json,112590,against
comments-455.json,112593,against
comments-455.json,112594,against
comments-455.json,112595,against
comments-510.json,114001,against
comments-510.json,114004,against
comments-510.json,114006,against
comments-510.json,114009,against
comments-510.json,114010,against
comments-510.json,114014,against
comments-510.json,114015,against
comments-510.json,114017,against
comments-510.json,114018,against
comments-510.json,114020,against
comments-510.json,114022,against
comments-510.json,114023,against
comments-510.json,114024,against
comments-510.json,114026,against
comments-510.json,114028,against
comments-510.json,114030,against
comments-140.json,104732,against
comments-140.json,104733,against
comments-140.json,104734,against
comments-140.json,104735,against
comments-140.json,104736,against
comments-140.json,104737,against
comments-140.json,104739,against
comments-140.json,104740,for
comments-140.json,104741,against
comments-140.json,104742,against
comments-140.json,104745,against
comments-140.json,104746,against
comments-140.json,104747,against
comments-140.json,104748,against
comments-140.json,104749,against
comments-140.json,104750,against
comments-140.json,104753,against
comments-357.json,110233,against
comments-357.json,110234,against
comments-357.json,110235,for
comments-357.json,110236,against
comments-357.json,110237,against
comments-357.json,110239,against
comments-357.json,110240,against
comments-357.json,110241,against
comments-357.json,110242,against
comments-357.json,110243,against
comments-357.json,110244,against
comments-357.json,110245,for
comments-357.json,110246,against
